db_root.ui_bgm_id,db_root.stream_set_id,msbt_bgm.title,msbt_bgm.author,msbt_bgm.copyright,db_root.rarity,db_root.ui_gametitle_id,msbt_game.gametitle,db_root.ui_gametitle_id_1,db_root.ui_gametitle_id_2,db_root.ui_gametitle_id_3,db_root.ui_gametitle_id_4,db_root.name_id,db_root.save_no,db_root.test_disp_order,db_root.menu_value,db_root.jp_region,db_root.other_region,db_root.possessed,db_root.prize_lottery,db_root.shop_price,db_root.count_target,db_root.menu_loop,db_root.is_selectable_stage_make,db_root.is_selectable_video_edit,db_root.is_selectable_original,db_root.is_dlc,db_root.is_patch,db_root.dlc_ui_chara_id,db_root.dlc_mii_hat_motif_id,db_root.dlc_mii_body_motif_id,stream_set.stream_set_id,stream_set.special_category,stream_set.info0,stream_set.info1,stream_set.info2,stream_set.info3,stream_set.info4,stream_set.info5,stream_set.info6,stream_set.info7,stream_set.info8,stream_set.info9,stream_set.info10,stream_set.info11,stream_set.info12,stream_set.info13,stream_set.info14,stream_set.info15,assigned_info.info_id,assigned_info.stream_id,assigned_info.condition,assigned_info.condition_process,assigned_info.start_frame,assigned_info.change_fadein_frame,assigned_info.change_start_delay_frame,assigned_info.change_fadeout_frame,assigned_info.change_stop_delay_frame,assigned_info.menu_change_fadein_frame,assigned_info.menu_change_start_delay_frame,assigned_info.menu_change_fadeout_frame,assigned_info.menu_change_stop_delay_frame,stream_property.stream_id,stream_property.data_name0,stream_property.data_name1,stream_property.data_name2,stream_property.data_name3,stream_property.data_name4,stream_property.loop,stream_property.end_point,stream_property.fadeout_frame,stream_property.start_point_suddendeath,stream_property.start_point_transition,stream_property.start_point0,stream_property.start_point1,stream_property.start_point2,stream_property.start_point3,stream_property.start_point4,bgm_property.name_id,bgm_property.loop_start_ms,bgm_property.loop_start_sample,bgm_property.loop_end_ms,bgm_property.loop_end_sample,bgm_property.total_time_ms,bgm_property.total_samples,bgm_property.frequency,bgm_property.volume,bgm_property.filename,mod.source,mod.mod_path
ui_bgm_c22_tno_gerudonotani,set_c22_tno_gerudonotani,Gerudo Valley,Arrangement Supervisor: Rio Hamamoto,"Composition: Nintendo
Arrangement: BANDAI NAMCO Studios Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_ocarina_of_time,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0149,113,160,822,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c22_tno_gerudonotani,,info_c22_tno_gerudonotani,,,,,,,,,,,,,,,,info_c22_tno_gerudonotani,stream_c22_tno_gerudonotani,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c22_tno_gerudonotani,c22_tno_gerudonotani,,,,,0,00:01:59.092,400,00:00:17.395,00:00:18.404,,,,,,c22_tno_gerudonotani,19291,925961,119936,5756920,119936,5756921,47999,2,Resources\Game\stream;\sound\bgm\bgm_c22_tno_gerudonotani.nus3audio,Core,
ui_bgm_c23_dnk_trainfield2,set_c23_dnk_trainfield2,Full Steam Ahead,Arrangement Supervisor: Michiko Naruke,"Composition: Nintendo
Arrangement: Naru2 Co.,Ltd.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_lagend_of_zelda_spirit_tracks_zelda,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0156,114,171,833,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c23_dnk_trainfield2,,info_c23_dnk_trainfield2,,,,,,,,,,,,,,,,info_c23_dnk_trainfield2,stream_c23_dnk_trainfield2,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c23_dnk_trainfield2,c23_dnk_trainfield2,,,,,1,00:00:10.867,400,00:00:10.485,00:00:10.444,,,,,,c23_dnk_trainfield2,5554,266570,125555,6026636,125565,6027098,47999,2.7,Resources\Game\stream;\sound\bgm\bgm_c23_dnk_trainfield2.nus3audio,Core,
ui_bgm_c24_sws_megaminouta_ghirahim,set_c24_sws_megaminouta_ghirahim,Ballad of the Goddess,Arrangement Supervisor: Ryo Nagamatsu,"Composition: Nintendo
Arrangement: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_skyward_sword,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0157,115,172,834,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c24_sws_megaminouta_ghirahim,,info_c24_sws_megaminouta_ghirahim,,,,,,,,,,,,,,,,info_c24_sws_megaminouta_ghirahim,stream_c24_sws_megaminouta_ghirahim,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c24_sws_megaminouta_ghirahim,c24_sws_megaminouta_ghirahim,,,,,1,00:00:24.645,400,,00:00:24.593,,,,,,c24_sws_megaminouta_ghirahim,24640,1182721,109015,5232723,109025,5233180,47999,4.2,Resources\Game\stream;\sound\bgm\bgm_c24_sws_megaminouta_ghirahim.nus3audio,Core,
ui_bgm_c25_tno_sarianouta,set_c25_tno_sarianouta,Saria's Song / Middle Boss Battle,Arrangement: Michiru Yamane,"Composition: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_ocarina_of_time,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0147,116,158,820,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_c25_tno_sarianouta,,info_c25_tno_sarianouta,,,,,,,,,,,,,,,,info_c25_tno_sarianouta,stream_c25_tno_sarianouta,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c25_tno_sarianouta,c25_tno_sarianouta,,,,,1,00:00:08.653,400,,00:00:01.734,,,,,,c25_tno_sarianouta,5179,248590,118524,5689170,118534,5689640,48000,3.6,Resources\Game\stream;\sound\bgm\bgm_c25_tno_sarianouta.nus3audio,Core,
ui_bgm_c26_kzt_oounabara_menuselect,set_c26_kzt_oounabara_menuselect,The Great Sea / Menu Select,Arrangement Supervisor: Tetsuya Shibata,"Composition: Nintendo
Arrangement: Unique Note Co., Ltd.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_the_wind_waker,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0151,117,164,826,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c26_kzt_oounabara_menuselect,,info_c26_kzt_oounabara_menuselect,,,,,,,,,,,,,,,,info_c26_kzt_oounabara_menuselect,stream_c26_kzt_oounabara_menuselect,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c26_kzt_oounabara_menuselect,c26_kzt_oounabara_menuselect,,,,,1,00:00:18.502,400,00:00:12.768,00:00:12.768,,,,,,c26_kzt_oounabara_menuselect,12789,613892,111886,5370543,111896,5371005,47999,3.9,Resources\Game\stream;\sound\bgm\bgm_c26_kzt_oounabara_menuselect.nus3audio,Core,
ui_bgm_c28_tno_gerudonotani,set_c28_tno_gerudonotani,Gerudo Valley,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_ocarina_of_time,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0150,118,161,823,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c28_tno_gerudonotani,,info_c28_tno_gerudonotani,,,,,,,,,,,,,,,,info_c28_tno_gerudonotani,stream_c28_tno_gerudonotani,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c28_tno_gerudonotani,c28_tno_gerudonotani,,,,,1,00:00:23.341,400,,00:00:13.976,,,,,,c28_tno_gerudonotani,16007,768343,88007,4224331,88107,4229112,47999,2.2,Resources\Game\stream;\sound\bgm\bgm_c28_tno_gerudonotani.nus3audio,Core,
ui_bgm_c29_sws_megaminouta,set_c29_sws_megaminouta,Ballad of the Goddess,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_skyward_sword,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0158,119,173,835,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c29_sws_megaminouta,,info_c29_sws_megaminouta,,,,,,,,,,,,,,,,info_c29_sws_megaminouta,stream_c29_sws_megaminouta,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c29_sws_megaminouta,c29_sws_megaminouta,,,,,0,00:01:27.724,66,,00:00:10.432,,,,,,c29_sws_megaminouta,2754,132193,91584,4396046,91594,4396512,48000,4.3,Resources\Game\stream;\sound\bgm\bgm_c29_sws_megaminouta.nus3audio,Core,
ui_bgm_c30_tri2_hyrulemaintheme,set_c30_tri2_hyrulemaintheme,Hyrule Main Theme,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_a_link_between_worlds,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0159,120,174,836,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_c30_tri2_hyrulemaintheme,,info_c30_tri2_hyrulemaintheme,,,,,,,,,,,,,,,,info_c30_tri2_hyrulemaintheme,stream_c30_tri2_hyrulemaintheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c30_tri2_hyrulemaintheme,c30_tri2_hyrulemaintheme,,,,,1,00:00:20.607,400,,00:00:14.090,,,,,,c30_tri2_hyrulemaintheme,17058,818772,89785,4309677,89795,4310136,47999,2.6,Resources\Game\stream;\sound\bgm\bgm_c30_tri2_hyrulemaintheme.nus3audio,Core,
ui_bgm_c31_tri2_lorulemaintheme,set_c31_tri2_lorulemaintheme,Lorule Main Theme,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_a_link_between_worlds,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0161,121,176,838,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c31_tri2_lorulemaintheme,,info_c31_tri2_lorulemaintheme,,,,,,,,,,,,,,,,info_c31_tri2_lorulemaintheme,stream_c31_tri2_lorulemaintheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c31_tri2_lorulemaintheme,c31_tri2_lorulemaintheme,,,,,1,00:00:19.696,400,,00:00:17.402,,,,,,c31_tri2_lorulemaintheme,13734,659243,72866,3497573,72876,3498036,47999,2.7,Resources\Game\stream;\sound\bgm\bgm_c31_tri2_lorulemaintheme.nus3audio,Core,
ui_bgm_c32_tri2_yuganotheme,set_c32_tri2_yuganotheme,Yuga Battle (Hyrule Castle),,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_a_link_between_worlds,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0160,122,175,837,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c32_tri2_yuganotheme,,info_c32_tri2_yuganotheme,,,,,,,,,,,,,,,,info_c32_tri2_yuganotheme,stream_c32_tri2_yuganotheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c32_tri2_yuganotheme,c32_tri2_yuganotheme,,,,,0,00:01:14.508,400,,00:00:03.808,,,,,,c32_tri2_yuganotheme,17871,857819,81621,3917819,81631,3918304,48000,2.7,Resources\Game\stream;\sound\bgm\bgm_c32_tri2_yuganotheme.nus3audio,Core,
ui_bgm_c33_zld_chijiyou,set_c33_zld_chijiyou,Overworld Theme - The Legend of Zelda,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,1104,123,140,802,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c33_zld_chijiyou,,info_c33_zld_chijiyou,,,,,,,,,,,,,,,,info_c33_zld_chijiyou,stream_c33_zld_chijiyou,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c33_zld_chijiyou,c33_zld_chijiyou,,,,,1,00:00:38.066,400,,00:00:06.376,,,,,,c33_zld_chijiyou,6795,326153,38742,1859627,38752,1860087,47999,1.4,Resources\Game\stream;\sound\bgm\bgm_c33_zld_chijiyou.nus3audio,Core,
ui_bgm_c34_tri_omotenochijiyou,set_c34_tri_omotenochijiyou,Overworld Theme - The Legend of Zelda: A Link to the Past,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_a_link_to_the_past,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0139,124,149,811,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c34_tri_omotenochijiyou,,info_c34_tri_omotenochijiyou,,,,,,,,,,,,,,,,info_c34_tri_omotenochijiyou,stream_c34_tri_omotenochijiyou,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c34_tri_omotenochijiyou,c34_tri_omotenochijiyou,,,,,1,00:00:42.493,400,,00:00:07.012,,,,,,c34_tri_omotenochijiyou,7469,358502,42577,2043718,42587,2044177,48000,1.4,Resources\Game\stream;\sound\bgm\bgm_c34_tri_omotenochijiyou.nus3audio,Core,
ui_bgm_c35_tno_hyrulemaintheme,set_c35_tno_hyrulemaintheme,Hyrule Field Theme,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_ocarina_of_time,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,1105,125,156,818,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c35_tno_hyrulemaintheme,,info_c35_tno_hyrulemaintheme,,,,,,,,,,,,,,,,info_c35_tno_hyrulemaintheme,stream_c35_tno_hyrulemaintheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c35_tno_hyrulemaintheme,c35_tno_hyrulemaintheme,,,,,1,00:00:32.220,400,,00:00:13.258,,,,,,c35_tno_hyrulemaintheme,26082,1251958,154100,7396795,154109,7397252,48000,0.7,Resources\Game\stream;\sound\bgm\bgm_c35_tno_hyrulemaintheme.nus3audio,Core,
ui_bgm_c36_zld_medley,set_c36_zld_medley,The Legend of Zelda Medley,Arrangement Supervisor: Taku Inoue,"Composition: Nintendo
Arrangement: BANDAI NAMCO Studios Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_zelda_ocarina,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0136,126,145,807,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c36_zld_medley,,info_c36_zld_medley,,,,,,,,,,,,,,,,info_c36_zld_medley,stream_c36_zld_medley,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c36_zld_medley,c36_zld_medley,,,,,1,00:00:08.198,400,,00:00:07.727,,,,,,c36_zld_medley,1849,88734,120071,5763400,120071,5763402,47999,1.9,Resources\Game\stream;\sound\bgm\bgm_c36_zld_medley.nus3audio,Core,
ui_bgm_c37_bow_ganon_latter,set_c37_bow_ganon_latter,Calamity Ganon Battle - Second Form,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_breath_of_the_wild,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0164,663,183,845,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_c37_bow_ganon_latter,,info_c37_bow_ganon_latter,,,,,,,,,,,,,,,,info_c37_bow_ganon_latter,stream_c37_bow_ganon_latter,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c37_bow_ganon_latter,c37_bow_ganon_latter,,,,,1,00:00:15.188,400,00:00:00.000,00:00:06.809,,,,,,c37_bow_ganon_latter,4267,204829,110767,5316827,110777,5317308,48000,3.8,Resources\Game\stream;\sound\bgm\bgm_c37_bow_ganon_latter.nus3audio,Core,
ui_bgm_c38_bow_hyrulejyou_outside,set_c38_bow_hyrulejyou_outside,Hyrule Castle (Outside),,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_breath_of_the_wild,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0163,664,182,844,True,True,False,True,300,True,1,True,True,True,False,False,,,,set_c38_bow_hyrulejyou_outside,,info_c38_bow_hyrulejyou_outside,,,,,,,,,,,,,,,,info_c38_bow_hyrulejyou_outside,stream_c38_bow_hyrulejyou_outside,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c38_bow_hyrulejyou_outside,c38_bow_hyrulejyou_outside,,,,,1,00:00:38.072,400,00:00:52.389,00:00:21.160,,,,,,c38_bow_hyrulejyou_outside,30277,1453294,152459,7318020,152470,7318542,47999,3.6,Resources\Game\stream;\sound\bgm\bgm_c38_bow_hyrulejyou_outside.nus3audio,Core,
ui_bgm_c39_bow_kasstheme,set_c39_bow_kasstheme,Kass's Theme,Arrangement Supervisor: Yoko Shimomura,"Composition: Nintendo
Arrangement: Midiplex Co., Ltd.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_breath_of_the_wild,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0018,665,181,843,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c39_bow_kasstheme,,info_c39_bow_kasstheme,,,,,,,,,,,,,,,,info_c39_bow_kasstheme,stream_c39_bow_kasstheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c39_bow_kasstheme,c39_bow_kasstheme,,,,,1,00:00:11.281,400,00:01:35.616,00:01:36.069,,,,,,c39_bow_kasstheme,9525,457187,98513,4728610,98523,4729092,47999,4.1,Resources\Game\stream;\sound\bgm\bgm_c39_bow_kasstheme.nus3audio,Core,
ui_bgm_c40_bow_maintheme,set_c40_bow_maintheme,Main Theme - The Legend of Zelda: Breath of the Wild,Arrangement Supervisor: Yoshino Aoki,"Composition: Nintendo
Arrangement: Unique Note Co., Ltd.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_breath_of_the_wild,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0017,666,180,842,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c40_bow_maintheme,,info_c40_bow_maintheme,,,,,,,,,,,,,,,,info_c40_bow_maintheme,stream_c40_bow_maintheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c40_bow_maintheme,c40_bow_maintheme,,,,,1,00:00:14.146,400,00:00:03.305,00:00:03.298,,,,,,c40_bow_maintheme,9303,446531,124855,5993026,124865,5993510,47999,4.3,Resources\Game\stream;\sound\bgm\bgm_c40_bow_maintheme.nus3audio,Core,
ui_bgm_c41_zds_3rdtrailertheme,set_c41_zds_3rdtrailertheme,Nintendo Switch Presentation 2017 Trailer BGM,Arrangement Supervisor: Ryo Nagamatsu,"Composition: Nintendo
Arrangement: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_series,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0019,697,179,841,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c41_zds_3rdtrailertheme,,info_c41_zds_3rdtrailertheme,,,,,,,,,,,,,,,,info_c41_zds_3rdtrailertheme,stream_c41_zds_3rdtrailertheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c41_zds_3rdtrailertheme,c41_zds_3rdtrailertheme,,,,,1,00:00:29.872,400,00:00:00.000,00:00:11.884,,,,,,c41_zds_3rdtrailertheme,18039,865863,148788,7141825,148799,7142328,47999,3.3,Resources\Game\stream;\sound\bgm\bgm_c41_zds_3rdtrailertheme.nus3audio,Core,
ui_bgm_c42_tpr_kizudarakenomidna,set_c42_tpr_kizudarakenomidna,Midna's Lament,Arrangement Supervisor: Hideaki Kobayashi,"Composition: Nintendo
Arrangement: SEGA Games Co., Ltd.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_twilight_princess,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0014,698,169,831,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c42_tpr_kizudarakenomidna,,info_c42_tpr_kizudarakenomidna,,,,,,,,,,,,,,,,info_c42_tpr_kizudarakenomidna,stream_c42_tpr_kizudarakenomidna,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c42_tpr_kizudarakenomidna,c42_tpr_kizudarakenomidna,,,,,1,00:00:24.026,400,00:00:00.000,00:00:12.624,,,,,,c42_tpr_kizudarakenomidna,10448,501503,162299,7790360,162309,7790846,48000,3.4,Resources\Game\stream;\sound\bgm\bgm_c42_tpr_kizudarakenomidna.nus3audio,Core,
ui_bgm_c43_tri3_maintheme,set_c43_tri3_maintheme,Main Theme - The Legend of Zelda: Tri Force Heroes,Arrangement: Manami Kiyota,"Composition: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_tri_force_heroes,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0016,699,177,839,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c43_tri3_maintheme,,info_c43_tri3_maintheme,,,,,,,,,,,,,,,,info_c43_tri3_maintheme,stream_c43_tri3_maintheme,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c43_tri3_maintheme,c43_tri3_maintheme,,,,,1,00:00:07.876,400,00:00:04.238,00:00:04.238,,,,,,c43_tri3_maintheme,6873,329902,145707,6993943,145717,6994428,48000,2.7,Resources\Game\stream;\sound\bgm\bgm_c43_tri3_maintheme.nus3audio,Core,
ui_bgm_c44_kzt_morudogeira,set_c44_kzt_morudogeira,Molgera,Arrangement: Kumi Tanioka,"Composition: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_the_wind_waker,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0013,700,166,828,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c44_kzt_morudogeira,,info_c44_kzt_morudogeira,,,,,,,,,,,,,,,,info_c44_kzt_morudogeira,stream_c44_kzt_morudogeira,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c44_kzt_morudogeira,c44_kzt_morudogeira,,,,,1,00:00:11.610,400,00:00:00.000,00:00:05.960,,,,,,c44_kzt_morudogeira,6159,295613,135389,6498689,135400,6499176,47999,2.6,Resources\Game\stream;\sound\bgm\bgm_c44_kzt_morudogeira.nus3audio,Core,
ui_bgm_c45_zld_deathmountain,set_c45_zld_deathmountain,Death Mountain,Arrangement Supervisor: Akihiro Honda,"Composition: Nintendo
Arrangement: Cygames, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0012,701,146,808,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c45_zld_deathmountain,,info_c45_zld_deathmountain,,,,,,,,,,,,,,,,info_c45_zld_deathmountain,stream_c45_zld_deathmountain,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c45_zld_deathmountain,c45_zld_deathmountain,,,,,1,00:00:08.931,400,00:00:00.000,00:00:06.101,,,,,,c45_zld_deathmountain,7043,338087,155021,7440990,155031,7441476,47999,1.9,Resources\Game\stream;\sound\bgm\bgm_c45_zld_deathmountain.nus3audio,Core,
ui_bgm_c46_mnk_terminaheigen,set_c46_mnk_terminaheigen,Termina Field,Arrangement: Shota Kageyama,"Composition: Nintendo
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_majoras_mask,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0015,702,162,824,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c46_mnk_terminaheigen,,info_c46_mnk_terminaheigen,,,,,,,,,,,,,,,,info_c46_mnk_terminaheigen,stream_c46_mnk_terminaheigen,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c46_mnk_terminaheigen,c46_mnk_terminaheigen,,,,,1,00:00:30.112,400,00:00:00.000,00:00:23.497,,,,,,c46_mnk_terminaheigen,18587,892166,160932,7724717,160942,7725224,48000,2.6,Resources\Game\stream;\sound\bgm\bgm_c46_mnk_terminaheigen.nus3audio,Core,
ui_bgm_c47_tri3_moriarea,set_c47_tri3_moriarea,Woodlands - The Legend of Zelda: Tri Force Heroes,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_legend_of_zelda_tri_force_heroes,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0162,779,178,840,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c47_tri3_moriarea,,info_c47_tri3_moriarea,,,,,,,,,,,,,,,,info_c47_tri3_moriarea,stream_c47_tri3_moriarea,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c47_tri3_moriarea,c47_tri3_moriarea,,,,,1,00:00:18.547,400,00:00:00.000,00:00:07.210,,,,,,c47_tri3_moriarea,7969,382530,81303,3902534,81313,3903020,47999,2.1,Resources\Game\stream;\sound\bgm\bgm_c47_tri3_moriarea.nus3audio,Core,
ui_bgm_c48_tno_sarianouta,set_c48_tno_sarianouta,Saria's Theme,Arrangement Supervisor: Hirokazu Ando,"Composition: Nintendo
Arrangement: HAL Laboratory, Inc.
Composition and arrangement Copyright Nintendo",bgm_rarity_0,ui_gametitle_legend_of_zelda_ocarina_of_time,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,0146,1002,157,819,True,True,True,False,210,True,1,True,True,True,False,False,,,,set_c48_tno_sarianouta,,info_c48_tno_sarianouta,,,,,,,,,,,,,,,,info_c48_tno_sarianouta,stream_c48_tno_sarianouta,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_c48_tno_sarianouta,c48_tno_sarianouta,,,,,1,00:00:08.754,400,00:00:01.716,00:00:01.700,,,,,,c48_tno_sarianouta,2590,124339,33409,1603617,33419,1604125,48000,1.4,Resources\Game\stream;\sound\bgm\bgm_c48_tno_sarianouta.nus3audio,Core,
ui_bgm_crs01_menu,set_crs01_menu,Menu - Super Smash Bros. for 3DS / Wii U,,Composition and arrangement Copyright Nintendo,bgm_rarity_0,ui_gametitle_super_smash_bros_for,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,ui_gametitle_none,1037,127,1075,9781,True,True,True,False,210,False,1,True,True,True,False,False,,,,set_crs01_menu,,info_crs01_menu,,,,,,,,,,,,,,,,info_crs01_menu,stream_crs01_menu,sound_condition_none,sound_condition_process_add,0,0,0,55,0,0,0,55,0,stream_crs01_menu,crs01_menu,,,,,1,00:00:21.897,400,00:01:54.788,00:01:54.788,00:01:54.788,00:00:28.561,00:00:56.894,00:01:09.810,00:01:37.070,crs01_menu,15439,741083,117106,5621082,117134,5622447,48000,4,Resources\Game\stream;\sound\bgm\bgm_crs01_menu.nus3audio,Core,
